x,W,c,g,p,q,Fs,Mb,Fs_nomoon,Mb_nomoon
13.485000,0.750000,2.000000,2.750000,3.829488,1.079488,15.497038,106.601717,15.636004,107.659703
13.533333,0.750000,2.000000,2.750000,3.828988,1.078988,15.549201,107.352001,15.688471,108.416711
13.581667,0.750000,2.000000,2.750000,3.828489,1.078489,15.601340,108.104806,15.740914,109.176255
13.630000,0.750000,2.000000,2.750000,3.827989,1.077989,15.653455,108.860130,15.793330,109.938332
13.678333,0.750000,2.000000,2.750000,3.827489,1.077489,15.705545,109.617972,15.845721,110.702943
13.726667,0.750000,2.000000,2.750000,3.826989,1.076989,15.757612,110.378332,15.898086,111.470085
13.775000,0.750000,2.000000,2.750000,3.826489,1.076489,15.809654,111.141208,15.950426,112.239757
13.823333,0.750000,2.000000,2.750000,3.825990,1.075990,15.861673,111.906598,16.002741,113.011959
13.871667,0.750000,2.000000,2.750000,3.825490,1.075490,15.913667,112.674502,16.055030,113.786688
13.920000,0.750000,2.000000,2.750000,3.824990,1.074990,15.965637,113.444919,16.107293,114.563944
13.968333,0.750000,2.000000,2.750000,3.824490,1.074490,16.017582,114.217846,16.159531,115.343726
14.016667,0.750000,2.000000,2.750000,3.823991,1.073991,16.069504,114.993284,16.211743,116.126032
14.065000,0.750000,2.000000,2.750000,3.823491,1.073491,16.121402,115.771231,16.263929,116.910860
14.113333,0.750000,2.000000,2.750000,3.822991,1.072991,16.173275,116.551686,16.316091,117.698211
14.161667,0.750000,2.000000,2.750000,3.822491,1.072491,16.225124,117.334647,16.368226,118.488082
14.210000,0.750000,2.000000,2.750000,3.821992,1.071992,16.276949,118.120114,16.420336,119.280472
14.258333,0.750000,2.000000,2.750000,3.821492,1.071492,16.328750,118.908085,16.472421,120.075380
14.306667,0.750000,2.000000,2.750000,3.820992,1.070992,16.380527,119.698559,16.524480,120.872805
14.355000,0.750000,2.000000,2.750000,3.820492,1.070492,16.432279,120.491535,16.576513,121.672746
14.403333,0.750000,2.000000,2.750000,3.819992,1.069992,16.484007,121.287012,16.628521,122.475201
14.451667,0.750000,2.000000,2.750000,3.819493,1.069493,16.535712,122.084989,16.680503,123.280169
14.500000,0.750000,2.000000,2.750000,3.818993,1.068993,16.587392,122.885464,16.732460,124.087649
14.548333,0.750000,2.000000,2.750000,3.818493,1.068493,16.639048,123.688436,16.784391,124.897640
14.596667,0.750000,2.000000,2.750000,3.817993,1.067993,16.690679,124.493904,16.836297,125.710140
14.645000,0.750000,2.000000,2.750000,3.817494,1.067494,16.742287,125.301868,16.888177,126.525148
14.693333,0.750000,2.000000,2.750000,3.816994,1.066994,16.793871,126.112325,16.940032,127.342663
14.741667,0.750000,2.000000,2.750000,3.816494,1.066494,16.845430,126.925275,16.991861,128.162684
14.790000,0.750000,2.000000,2.750000,3.815994,1.065994,16.896965,127.740716,17.043665,128.985209
14.838333,0.750000,2.000000,2.750000,3.815495,1.065495,16.948476,128.558647,17.095443,129.810237
14.886667,0.750000,2.000000,2.750000,3.814995,1.064995,16.999963,129.379068,17.147195,130.637768
14.935000,0.750000,2.000000,2.750000,3.814495,1.064495,17.051425,130.201977,17.198922,131.467799
14.983333,0.750000,2.000000,2.750000,3.813995,1.063995,17.102864,131.027372,17.250624,132.300330
15.031667,0.750000,2.000000,2.750000,3.813495,1.063495,17.154278,131.855253,17.302300,133.135359
15.080000,0.750000,2.000000,2.750000,3.812996,1.062996,17.205668,132.685618,17.353950,133.972885
15.128333,0.750000,2.000000,2.750000,3.812496,1.062496,17.257035,133.518467,17.405575,134.812906
15.176667,0.750000,2.000000,2.750000,3.811996,1.061996,17.308376,134.353798,17.457174,135.655423
15.225000,0.750000,2.000000,2.750000,3.811496,1.061496,17.359694,135.191609,17.508748,136.500433
15.273333,0.750000,2.000000,2.750000,3.810997,1.060997,17.410988,136.031901,17.560296,137.347935
15.321667,0.750000,2.000000,2.750000,3.810497,1.060497,17.462257,136.874671,17.611819,138.197927
15.370000,0.750000,2.000000,2.750000,3.809997,1.059997,17.513502,137.719918,17.663316,139.050410
15.418333,0.750000,2.000000,2.750000,3.809497,1.059497,17.564724,138.567642,17.714787,139.905381
15.466667,0.750000,2.000000,2.750000,3.808998,1.058998,17.615921,139.417841,17.766233,140.762839
15.515000,0.750000,2.000000,2.750000,3.808498,1.058498,17.667093,140.270514,17.817654,141.622782
15.563333,0.750000,2.000000,2.750000,3.807998,1.057998,17.718242,141.125660,17.869049,142.485211
15.611667,0.750000,2.000000,2.750000,3.807498,1.057498,17.769366,141.983277,17.920418,143.350123
15.660000,0.750000,2.000000,2.750000,3.806999,1.056999,17.820467,142.843364,17.971762,144.217518
15.708333,0.750000,2.000000,2.750000,3.806499,1.056499,17.871543,143.705921,18.023081,145.087393
15.756667,0.750000,2.000000,2.750000,3.805999,1.055999,17.922595,144.570946,18.074373,145.959748
15.805000,0.750000,2.000000,2.750000,3.805499,1.055499,17.973623,145.438438,18.125641,146.834582
15.853333,0.750000,2.000000,2.750000,3.804999,1.054999,18.024627,146.308396,18.176882,147.711893
15.901667,0.750000,2.000000,2.750000,3.804500,1.054500,18.075606,147.180818,18.228099,148.591680
15.950000,0.750000,2.000000,2.750000,3.804000,1.054000,18.126562,148.055704,18.279289,149.473942
15.998333,0.750000,2.000000,2.750000,3.803500,1.053500,18.177493,148.933052,18.330454,150.358677
16.046667,0.750000,2.000000,2.750000,3.803000,1.053000,18.228400,149.812861,18.381594,151.245885
16.095000,0.750000,2.000000,2.750000,3.802501,1.052501,18.279283,150.695130,18.432708,152.135564
16.143333,0.750000,2.000000,2.750000,3.802001,1.052001,18.330142,151.579858,18.483796,153.027713
16.191667,0.750000,2.000000,2.750000,3.801501,1.051501,18.380976,152.467043,18.534859,153.922330
16.240000,0.750000,2.000000,2.750000,3.801001,1.051001,18.431787,153.356685,18.585897,154.819415
16.288333,0.750000,2.000000,2.750000,3.800502,1.050502,18.482573,154.248782,18.636909,155.718966
16.336667,0.750000,2.000000,2.750000,3.800002,1.050002,18.533335,155.143333,18.687895,156.620982
16.385000,0.750000,2.000000,2.750000,3.799502,1.049502,18.584073,156.040337,18.738856,157.525462
16.433333,0.750000,2.000000,2.750000,3.799002,1.049002,18.634787,156.939793,18.789791,158.432405
16.481667,0.750000,2.000000,2.750000,3.798502,1.048502,18.685477,157.841699,18.840701,159.341808
16.530000,0.750000,2.000000,2.750000,3.798003,1.048003,18.736142,158.746055,18.891585,160.253672
16.578333,0.750000,2.000000,2.750000,3.797503,1.047503,18.786784,159.652859,18.942444,161.167994
16.626667,0.750000,2.000000,2.750000,3.797003,1.047003,18.837401,160.562110,18.993277,162.084774
16.675000,0.750000,2.000000,2.750000,3.796503,1.046503,18.887994,161.473807,19.044084,163.004010
16.723333,0.750000,2.000000,2.750000,3.796004,1.046004,18.938563,162.387949,19.094866,163.925702
16.771667,0.750000,2.000000,2.750000,3.795504,1.045504,18.989108,163.304534,19.145623,164.849847
16.820000,0.750000,2.000000,2.750000,3.795004,1.045004,19.039628,164.223562,19.196354,165.776444
16.868333,0.750000,2.000000,2.750000,3.794504,1.044504,19.090125,165.145031,19.247059,166.705494
16.916667,0.750000,2.000000,2.750000,3.794005,1.044005,19.140597,166.068940,19.297739,167.636993
16.965000,0.750000,2.000000,2.750000,3.793505,1.043505,19.191045,166.995288,19.348393,168.570941
17.013333,0.750000,2.000000,2.750000,3.793005,1.043005,19.241469,167.924074,19.399022,169.507337
17.061667,0.750000,2.000000,2.750000,3.792505,1.042505,19.291869,168.855297,19.449626,170.446179
17.110000,0.750000,2.000000,2.750000,3.792005,1.042005,19.342245,169.788954,19.500203,171.387467
17.158333,0.750000,2.000000,2.750000,3.791506,1.041506,19.392596,170.725046,19.550755,172.331198
17.206667,0.750000,2.000000,2.750000,3.791006,1.041006,19.442924,171.663571,19.601282,173.277373
17.255000,0.750000,2.000000,2.750000,3.790506,1.040506,19.493227,172.604528,19.651783,174.225988
17.303333,0.750000,2.000000,2.750000,3.790006,1.040006,19.543506,173.547916,19.702259,175.177044
17.351667,0.750000,2.000000,2.750000,3.789507,1.039507,19.593761,174.493733,19.752709,176.130539
17.400000,0.750000,2.000000,2.750000,3.789007,1.039007,19.643992,175.441979,19.803133,177.086472
17.448333,0.750000,2.000000,2.750000,3.788507,1.038507,19.694198,176.392652,19.853532,178.044842
17.496667,0.750000,2.000000,2.750000,3.788007,1.038007,19.744381,177.345751,19.903906,179.005646
17.545000,0.750000,2.000000,2.750000,3.787508,1.037508,19.794539,178.301275,19.954254,179.968885
17.593333,0.750000,2.000000,2.750000,3.787008,1.037008,19.844673,179.259222,20.004576,180.934557
17.641667,0.750000,2.000000,2.750000,3.786508,1.036508,19.894783,180.219593,20.054873,181.902660
17.690000,0.750000,2.000000,2.750000,3.786008,1.036008,19.944869,181.182384,20.105144,182.873194
17.738333,0.750000,2.000000,2.750000,3.785509,1.035509,19.994930,182.147596,20.155390,183.846157
17.786667,0.750000,2.000000,2.750000,3.785009,1.035009,20.044968,183.115227,20.205610,184.821548
17.835000,0.750000,2.000000,2.750000,3.784509,1.034509,20.094981,184.085276,20.255804,185.799365
17.883333,0.750000,2.000000,2.750000,3.784009,1.034009,20.144970,185.057741,20.305974,186.779608
17.931667,0.750000,2.000000,2.750000,3.783509,1.033509,20.194935,186.032622,20.356117,187.762275
17.980000,0.750000,2.000000,2.750000,3.783010,1.033010,20.244876,187.009918,20.406235,188.747366
18.028333,0.750000,2.000000,2.750000,3.782510,1.032510,20.294793,187.989626,20.456328,189.734878
18.076667,0.750000,2.000000,2.750000,3.782010,1.032010,20.344686,188.971747,20.506395,190.724810
18.125000,0.750000,2.000000,2.750000,3.781510,1.031510,20.394554,189.956279,20.556436,191.717162
18.173333,0.750000,2.000000,2.750000,3.781011,1.031011,20.444398,190.943220,20.606452,192.711932
18.221667,0.750000,2.000000,2.750000,3.780511,1.030511,20.494218,191.932570,20.656442,193.709118
18.270000,0.750000,2.000000,2.750000,3.780011,1.030011,20.544014,192.924327,20.706407,194.708720
18.318333,0.750000,2.000000,2.750000,3.779511,1.029511,20.593786,193.918491,20.756346,195.710737
18.366667,0.750000,2.000000,2.750000,3.779012,1.029012,20.643534,194.915059,20.806260,196.715167
18.415000,0.750000,2.000000,2.750000,3.778512,1.028512,20.693257,195.914032,20.856148,197.722008
18.463333,0.750000,2.000000,2.750000,3.778012,1.028012,20.742957,196.915407,20.906011,198.731260
18.511667,0.750000,2.000000,2.750000,3.777512,1.027512,20.792632,197.919184,20.955848,199.742922
18.560000,0.750000,2.000000,2.750000,3.777012,1.027012,20.842283,198.925361,21.005659,200.756992
18.608333,0.750000,2.000000,2.750000,3.776513,1.026513,20.891910,199.933937,21.055445,201.773468
18.656667,0.750000,2.000000,2.750000,3.776013,1.026013,20.941512,200.944911,21.105206,202.792351
18.705000,0.750000,2.000000,2.750000,3.775513,1.025513,20.991091,201.958283,21.154941,203.813638
18.753333,0.750000,2.000000,2.750000,3.775013,1.025013,21.040645,202.974050,21.204650,204.837328
18.801667,0.750000,2.000000,2.750000,3.774514,1.024514,21.090176,203.992211,21.254334,205.863420
18.850000,0.750000,2.000000,2.750000,3.774014,1.024014,21.139682,205.012766,21.303992,206.891913
18.898333,0.750000,2.000000,2.750000,3.773514,1.023514,21.189164,206.035713,21.353625,207.922805
18.946667,0.750000,2.000000,2.750000,3.773014,1.023014,21.238621,207.061051,21.403233,208.956096
18.995000,0.750000,2.000000,2.750000,3.772515,1.022515,21.288055,208.088779,21.452814,209.991784
19.043333,0.750000,2.000000,2.750000,3.772015,1.022015,21.337464,209.118896,21.502370,211.029867
19.091667,0.750000,2.000000,2.750000,3.771515,1.021515,21.386850,210.151400,21.551901,212.070346
19.140000,0.750000,2.000000,2.750000,3.771015,1.021015,21.436211,211.186291,21.601406,213.113217
19.188333,0.750000,2.000000,2.750000,3.770515,1.020515,21.485548,212.223567,21.650886,214.158481
19.236667,0.750000,2.000000,2.750000,3.770016,1.020016,21.534861,213.263227,21.700340,215.206135
19.285000,0.750000,2.000000,2.750000,3.769516,1.019516,21.584149,214.305269,21.749768,216.256180
19.333333,0.750000,2.000000,2.750000,3.769016,1.019016,21.633414,215.349694,21.799171,217.308612
19.381667,0.750000,2.000000,2.750000,3.768516,1.018516,21.682654,216.396499,21.848549,218.363432
19.430000,0.750000,2.000000,2.750000,3.768017,1.018017,21.731870,217.445683,21.897900,219.420638
19.478333,0.750000,2.000000,2.750000,3.767517,1.017517,21.781063,218.497246,21.947227,220.480229
19.526667,0.750000,2.000000,2.750000,3.767017,1.017017,21.830230,219.551185,21.996527,221.542203
19.575000,0.750000,2.000000,2.750000,3.766517,1.016517,21.879374,220.607501,22.045803,222.606559
19.623333,0.750000,2.000000,2.750000,3.766018,1.016018,21.928494,221.666191,22.095052,223.673296
19.671667,0.750000,2.000000,2.750000,3.765518,1.015518,21.977589,222.727254,22.144277,224.742414
19.720000,0.750000,2.000000,2.750000,3.765018,1.015018,22.026660,223.790690,22.193475,225.813909
19.768333,0.750000,2.000000,2.750000,3.764518,1.014518,22.075708,224.856498,22.242648,226.887782
19.816667,0.750000,2.000000,2.750000,3.764019,1.014019,22.124731,225.924675,22.291796,227.964031
19.865000,0.750000,2.000000,2.750000,3.763519,1.013519,22.173729,226.995221,22.340918,229.042655
19.913333,0.750000,2.000000,2.750000,3.763019,1.013019,22.222704,228.068135,22.390014,230.123653
19.961667,0.750000,2.000000,2.750000,3.762519,1.012519,22.271655,229.143415,22.439085,231.207023
20.010000,0.750000,2.000000,2.750000,3.762019,1.012019,22.320581,230.221061,22.488131,232.292764
20.058333,0.750000,2.000000,2.750000,3.761520,1.011520,22.369483,231.301071,22.537151,233.380875
20.106667,0.750000,2.000000,2.750000,3.761020,1.011020,22.418361,232.383444,22.586145,234.471354
20.155000,0.750000,2.000000,2.750000,3.760520,1.010520,22.467215,233.468178,22.635114,235.564201
20.203333,0.750000,2.000000,2.750000,3.760020,1.010020,22.516045,234.555274,22.684057,236.659415
20.251667,0.750000,2.000000,2.750000,3.759521,1.009521,22.564850,235.644729,22.732975,237.756993
20.300000,0.750000,2.000000,2.750000,3.759021,1.009021,22.613632,236.736542,22.781867,238.856935
20.348333,0.750000,2.000000,2.750000,3.758521,1.008521,22.662389,237.830713,22.830733,239.959239
20.396667,0.750000,2.000000,2.750000,3.758021,1.008021,22.711122,238.927239,22.879574,241.063905
20.445000,0.750000,2.000000,2.750000,3.757522,1.007522,22.759831,240.026121,22.928390,242.170931
20.493333,0.750000,2.000000,2.750000,3.757022,1.007022,22.808516,241.127356,22.977180,243.280316
20.541667,0.750000,2.000000,2.750000,3.756522,1.006522,22.857177,242.230943,23.025944,244.392058
20.590000,0.750000,2.000000,2.750000,3.756022,1.006022,22.905813,243.336882,23.074683,245.506156
20.638333,0.750000,2.000000,2.750000,3.755522,1.005522,22.954425,244.445171,23.123397,246.622610
20.686667,0.750000,2.000000,2.750000,3.755023,1.005023,23.003014,245.555809,23.172085,247.741417
20.735000,0.750000,2.000000,2.750000,3.754523,1.004523,23.051578,246.668795,23.220747,248.862577
20.783333,0.750000,2.000000,2.750000,3.754023,1.004023,23.100117,247.784128,23.269384,249.986089
20.831667,0.750000,2.000000,2.750000,3.753523,1.003523,23.148633,248.901806,23.317995,251.111951
20.880000,0.750000,2.000000,2.750000,3.753024,1.003024,23.197125,250.021829,23.366581,252.240161
20.928333,0.750000,2.000000,2.750000,3.752524,1.002524,23.245592,251.144194,23.415141,253.370719
20.976667,0.750000,2.000000,2.750000,3.752024,1.002024,23.294035,252.268902,23.463675,254.503624
21.025000,0.750000,2.000000,2.750000,3.751524,1.001524,23.342454,253.395950,23.512185,255.638874
21.073333,0.750000,2.000000,2.750000,3.751025,1.001025,23.390849,254.525339,23.560668,256.776468
21.121667,0.750000,2.000000,2.750000,3.750525,1.000525,23.439220,255.657065,23.609126,257.916405
21.170000,0.750000,2.000000,2.750000,3.750025,1.000025,23.487567,256.791129,23.657559,259.058683
21.218333,0.750000,2.000000,2.750000,3.749525,0.999525,23.535889,257.927529,23.705965,260.203301
21.266667,0.750000,2.000000,2.750000,3.749025,0.999025,23.584188,259.066265,23.754347,261.350259
21.315000,0.750000,2.000000,2.750000,3.748526,0.998526,23.632462,260.207334,23.802703,262.499554
21.363333,0.750000,2.000000,2.750000,3.748026,0.998026,23.680712,261.350735,23.851033,263.651186
21.411667,0.750000,2.000000,2.750000,3.747526,0.997526,23.728938,262.496468,23.899338,264.805154
21.460000,0.750000,2.000000,2.750000,3.747026,0.997026,23.777139,263.644532,23.947617,265.961455
21.508333,0.750000,2.000000,2.750000,3.746527,0.996527,23.825317,264.794925,23.995871,267.120089
21.556667,0.750000,2.000000,2.750000,3.746027,0.996027,23.873470,265.947645,24.044099,268.281055
21.605000,0.750000,2.000000,2.750000,3.745527,0.995527,23.921599,267.102693,24.092302,269.444352
21.653333,0.750000,2.000000,2.750000,3.745027,0.995027,23.969704,268.260066,24.140479,270.609977
21.701667,0.750000,2.000000,2.750000,3.744528,0.994528,24.017785,269.419764,24.188630,271.777931
21.750000,0.750000,2.000000,2.750000,3.744028,0.994028,24.065842,270.581785,24.236756,272.948211
21.798333,0.750000,2.000000,2.750000,3.743528,0.993528,24.113875,271.746128,24.284857,274.120816
21.846667,0.750000,2.000000,2.750000,3.743028,0.993028,24.161883,272.912792,24.332932,275.295746
21.895000,0.750000,2.000000,2.750000,3.742529,0.992529,24.209867,274.081776,24.380981,276.472999
21.943333,0.750000,2.000000,2.750000,3.742029,0.992029,24.257828,275.253079,24.429005,277.652574
21.991667,0.750000,2.000000,2.750000,3.741529,0.991529,24.305764,276.426699,24.477003,278.834469
22.040000,0.750000,2.000000,2.750000,3.741029,0.991029,24.353675,277.602635,24.524976,280.018683
22.088333,0.750000,2.000000,2.750000,3.740529,0.990529,24.401563,278.780887,24.572923,281.205216
22.136667,0.750000,2.000000,2.750000,3.740030,0.990030,24.449427,279.961452,24.620845,282.394065
22.185000,0.750000,2.000000,2.750000,3.739530,0.989530,24.497266,281.144331,24.668741,283.585230
22.233333,0.750000,2.000000,2.750000,3.739030,0.989030,24.545081,282.329521,24.716611,284.778710
22.281667,0.750000,2.000000,2.750000,3.738530,0.988530,24.592872,283.517021,24.764457,285.974502
22.330000,0.750000,2.000000,2.750000,3.738031,0.988031,24.640639,284.706831,24.812276,287.172607
22.378333,0.750000,2.000000,2.750000,3.737531,0.987531,24.688382,285.898949,24.860070,288.373022
22.426667,0.750000,2.000000,2.750000,3.737031,0.987031,24.736100,287.093374,24.907839,289.575746
22.475000,0.750000,2.000000,2.750000,3.736531,0.986531,24.783795,288.290105,24.955581,290.780779
22.523333,0.750000,2.000000,2.750000,3.736032,0.986032,24.831465,289.489140,25.003299,291.988118
22.571667,0.750000,2.000000,2.750000,3.735532,0.985532,24.879111,290.690479,25.050991,293.197764
22.620000,0.750000,2.000000,2.750000,3.735032,0.985032,24.926733,291.894121,25.098657,294.409713
22.668333,0.750000,2.000000,2.750000,3.734532,0.984532,24.974331,293.100063,25.146298,295.623967
22.716667,0.750000,2.000000,2.750000,3.734032,0.984032,25.021905,294.308305,25.193913,296.840522
22.765000,0.750000,2.000000,2.750000,3.733533,0.983533,25.069454,295.518846,25.241503,298.059378
22.813333,0.750000,2.000000,2.750000,3.733033,0.983033,25.116979,296.731685,25.289067,299.280533
22.861667,0.750000,2.000000,2.750000,3.732533,0.982533,25.164481,297.946821,25.336605,300.503987
22.910000,0.750000,2.000000,2.750000,3.732033,0.982033,25.211958,299.164251,25.384118,301.729738
22.958333,0.750000,2.000000,2.750000,3.731534,0.981534,25.259410,300.383976,25.431606,302.957784
23.006667,0.750000,2.000000,2.750000,3.731034,0.981034,25.306839,301.605994,25.479068,304.188126
